nuts3,year,yield_tha
BG423,2021,2.114296229823813
BG423,2022,7.28128992571213
BG423,2023,5.266822219750293
BG424,2018,
BG424,2019,10.608083498989874
BG424,2020,9.68107163384831
BG424,2021,3.0987138033536974
BG424,2022,10.148181830753277
BG424,2023,5.99314893226158
DE139,2018,
DE139,2019,12.67420041973409
DE139,2020,11.118353056877979
DE139,2021,16.79831523123881
DE139,2022,10.555869766652973
DE139,2023,10.946682009324167
DE147,2018,
DE147,2019,18.053957874130074
DE147,2020,17.34682133010182
DE147,2021,19.415653848350054
DE147,2022,17.42288790323098
DE147,2023,11.660857994621256
DE148,2018,
DE148,2019,15.882096222746458
DE148,2020,17.364437781008654
DE148,2021,17.449931440120782
DE148,2022,16.76973989264362
DE148,2023,13.14911785318763
DE213,2018,
DE213,2019,16.016708530893023
DE213,2020,18.324305238572016
DE213,2021,17.883968907440376
DE213,2022,18.075474370027464
DE213,2023,15.1574276612374
DE215,2018,
DE215,2019,14.866872118883322
DE215,2020,15.16501140712939
DE215,2021,14.568733970477883
DE215,2022,16.175299198391084
DE215,2023,15.559400179096437
DE216,2018,
DE216,2019,13.947236550373656
DE216,2020,13.499133631424247
DE216,2021,13.893885111301245
DE216,2022,15.880801785927975
DE216,2023,14.397532340056726
DE218,2018,
DE218,2019,15.949884475499482
DE218,2020,15.798006873000762
DE218,2021,18.291764731339484
DE218,2022,15.3790126041207
DE218,2023,7.9511628069797515
DE21D,2018,
DE21D,2019,12.327182511182384
DE21D,2020,11.386828283016833
DE21D,2021,11.001203797978144
DE21D,2022,14.023915021140205
DE21D,2023,13.529098308268228
DE21F,2018,
DE21F,2019,13.38811340367967
DE21F,2020,11.595789093655654
DE21F,2021,11.827130935626396
DE21F,2022,14.143757282540962
DE21F,2023,13.870938887311643
DE21K,2018,
DE21K,2019,16.124685975375087
DE21K,2020,19.610783433179233
DE21K,2021,19.178827829436692
DE21K,2022,18.6758885873686
DE21K,2023,14.397249373337724
DE21L,2018,
DE21L,2019,16.076323453121134
DE21L,2020,14.645811915644572
DE21L,2021,18.068515214308682
DE21L,2022,15.439421662876788
DE21L,2023,8.79513573179926
DE21M,2018,
DE21M,2019,16.874814463869473
