nuts3,constraints,lon,lat
LT002,frost_damage,23.88668706799838,55.075142737466145
LT004,frost_damage,23.171569133003434,54.70397010692176
LT005,frost_damage,24.80142637528021,55.917508400799555
LT006,frost_damage,23.307457613290797,55.93794992480209
LT008,frost_damage; gdd,22.163907359540808,56.00070745533422
LT009,soil_depth; frost_damage,25.698932362569405,55.479047478457304
LT00A,frost_damage,25.233274933958086,54.82115673920368
LV003,gdd,21.98665688949549,56.92183131496475
LV005,frost_damage,27.166158882011107,56.39528958064062
LV007,frost_damage; gdd,24.243141968505245,57.103072483202794
LV008,frost_damage; gdd,26.051262846629534,57.299090750009796
LV009,frost_damage,24.711444062286073,56.490817251217564
MD111,frost_damage,28.472736084907257,47.19487687046721
ME111,slope; soil_moisture; frost_damage,19.251003806281098,42.786639313130316
MK001,slope; soil_depth; gdd,21.911198807336582,41.55550274894841
MK002,slope; gdd,22.511068258743826,41.836053790605064
MK007,slope; soil_depth; gdd,21.99061875619299,42.167844773899766
NL111,drainage; om_peat,7.032500307707578,53.08842166208521
NL122,soil_moisture,5.447181257211471,52.98872297281366
NL131,sandy_texture,6.580779780307066,52.9870828152514
NL132,drainage; sandy_texture; om_peat,6.861548782082351,52.79364759112409
NL133,sandy_texture,6.353166125401836,52.76238442064862
NL212,sandy_texture,6.23044289818442,52.34418546763018
NL213,sandy_texture,6.707086246252344,52.31454357459446
NL323,soil_moisture,4.665184921549964,52.50683762843511
NL324,soil_moisture,4.611424328053852,52.37693827692688
NL325,drainage; om_peat,4.80190120898948,52.476724552752756
NL338,drainage; om_peat,4.724519645784672,52.07447670436001
PL116,sandy_texture,18.75279967081992,51.48335077322703
PL117,sandy_texture,19.77311595596467,52.04673210417262
PL129,sandy_texture,21.38062536953022,52.17630777885264
PL12B,sandy_texture,20.447371313743794,52.83906767205049
PL12D,sandy_texture,21.4342196763692,52.978009113522354
PL12E,sandy_texture,22.28481369676209,52.33109397984552
PL218,frost_damage,20.74878308884663,49.60124628694667
PL219,soil_moisture; frost_damage; gdd,19.916910700897,49.502747551641455
PL323,frost_damage,22.09699292812338,49.48660208353898
PL343,frost_damage,23.31162836276032,53.245170608719135
PL344,frost_damage; sandy_texture,22.72150135198434,52.88608151534868
PL345,frost_damage,22.911046566341824,53.80078106794863
PL411,sandy_texture,16.83701539717722,53.07923834367911
PL414,sandy_texture,18.12989230726455,52.28454977619998
PL416,sandy_texture,17.861884052306575,51.68301316739517
PL417,sandy_texture,16.477900001328493,52.09387644348076
PL418,sandy_texture,16.870908114329392,52.42106559806787
PL427,sandy_texture,15.81035697755129,53.40359906611977
PL431,sandy_texture,15.28424290742201,52.597115256922926
PL617,sandy_texture,17.926211408096098,52.85701558172056
PL618,sandy_texture,18.050079560431804,53.5144189114576
PL619,sandy_texture,18.979949909702693,52.65470358403947
PL623,frost_damage,22.069338002728774,53.93845074445333
PL637,sandy_texture,17.577071931193974,53.84655929611124
PT111,slope; soil_moisture,-8.507311681700232,41.87789829539805
PT11C,slope,-8.131584700387343,41.19341524460458
PT11D,coarse_texture,-7.41382214080071,41.151765314933336
PT11E,coarse_texture,-6.822834838943427,41.572770888781406
PT16B,salinity,-9.123216938321232,39.28383587530163
PT16D,salinity,-8.522954296331866,40.62886234305915
PT16H,coarse_texture,-7.417781519486115,39.89536872039047
PT16J,coarse_texture,-7.283554919362613,40.512953427649215
RO111,frost_damage,22.20893807882011,46.9412301534879
RO112,frost_damage,24.520007098630746,47.23639183414247
RO113,frost_damage,23.533504943248907,46.81189735922173
RO114,frost_damage; gdd,23.97898630271392,47.67159914221913
RO121,frost_damage,23.485203956220246,46.172216603962774
RO122,frost_damage; coarse_texture,25.30140338166132,45.764817317105354
RO123,frost_damage,25.989416203908437,45.9376722403975
RO124,frost_damage; gdd,25.55671792269495,46.548424724004185
RO125,frost_damage; coarse_texture,24.694447820514252,46.60840312871138
RO126,frost_damage; coarse_texture,24.242476493460007,45.85849122116118
RO211,frost_damage,26.771860289930565,46.42152995855186
RO212,frost_damage,26.762092097372488,47.85861054875392
